,date,profit_rate
192,2020-04-13,9.775425632280228
193,2020-04-14,12.584255632280245
194,2020-04-15,14.139756790174996
195,2020-04-16,12.111542780306621
196,2020-04-17,12.622563990832925
197,2020-04-20,13.266682990832921
198,2020-04-21,10.060612411885531
199,2020-04-22,10.02835115925397
200,2020-04-23,9.87633233556973
201,2020-04-24,9.712721914517095
202,2020-04-27,12.660290388201334
203,2020-04-28,13.45058294416315
204,2020-04-29,14.694404159569721
205,2020-04-30,16.37498906075525
206,2020-05-04,15.22167106785133
207,2020-05-05,15.56923616952104
208,2020-05-06,15.068077748468399
209,2020-05-07,15.10523943210003
210,2020-05-08,16.052253977797378
211,2020-05-11,17.4867050998237
212,2020-05-12,16.55309749577761
213,2020-05-13,16.785183232619673
214,2020-05-14,16.103812758935558
215,2020-05-15,15.370465232619722
216,2020-05-18,15.734532706303973
217,2020-05-19,18.757574665517087
218,2020-05-20,19.08513454404336
219,2020-05-21,20.012879773648653
220,2020-05-22,18.82400045785916
221,2020-05-25,20.58878874059602
222,2020-05-26,24.06678062809602
223,2020-05-27,23.374819701582858
224,2020-05-28,22.182316751846024
225,2020-05-29,22.657329067635477
226,2020-06-01,23.851607832293368
227,2020-06-02,23.59876185817497
228,2020-06-03,26.660315800806565
229,2020-06-04,26.802699947474974
230,2020-06-05,28.350109025435522
231,2020-06-08,32.20014094444866
232,2020-06-09,34.03375117826446
233,2020-06-10,37.26812965194867
234,2020-06-11,36.3491764414224
235,2020-06-12,34.64133859931709
236,2020-06-15,34.16358991510656
237,2020-06-16,35.938797431225
238,2020-06-17,36.56759482639473
239,2020-06-18,36.11350861586842
240,2020-06-19,35.816499457736825
241,2020-06-22,35.05487257135261
242,2020-06-23,35.601656734209215
243,2020-06-24,35.07574491428419
244,2020-06-29,35.168641227705244
245,2020-06-30,36.3057966212434
246,2020-07-01,35.61462400555524
247,2020-07-02,39.24451104484473
248,2020-07-03,38.11007177432368
249,2020-07-06,40.765404515363144
250,2020-07-07,40.33232190266053
251,2020-07-08,40.700015111153945
252,2020-07-09,40.65118269353683
253,2020-07-10,37.63451614064211
254,2020-07-13,40.373486476826336
255,2020-07-14,37.61643785267502
256,2020-07-15,39.39671553688555
257,2020-07-16,38.69880195793816
258,2020-07-17,39.02013584187893
259,2020-07-20,39.355743348194736
260,2020-07-21,38.728993137668425
261,2020-07-22,39.64807963591975
262,2020-07-23,38.3818785787829
263,2020-07-24,35.65209655246707
264,2020-07-27,35.25473998265129
265,2020-07-28,35.28203250896711
266,2020-07-29,35.595682551998685
267,2020-07-30,35.865965944711824
268,2020-07-31,35.74374699825921
269,2020-08-03,34.947057314048685
270,2020-08-04,35.22330915615396
271,2020-08-05,35.32032578914079
272,2020-08-06,35.16126631729473
273,2020-08-07,35.00154588548947
274,2020-08-10,34.954756663913145
275,2020-08-11,34.881970497698674
276,2020-08-12,34.779487298411794
277,2020-08-13,34.17320495341183
278,2020-08-14,34.02956657010923
279,2020-08-17,34.232479141490785
280,2020-08-18,34.249340429464475
281,2020-08-19,34.074561792463136
282,2020-08-20,33.60249531607367
283,2020-08-21,34.116847054231535
284,2020-08-24,33.87066887324472
285,2020-08-25,34.57738887831053
286,2020-08-26,34.31384684176051
287,2020-08-27,34.17068125669078
288,2020-08-28,34.28404676958287
289,2020-08-31,34.09104829589866
290,2020-09-01,34.07080431491445
291,2020-09-02,33.91414242847236
292,2020-09-03,33.89869995163026
293,2020-09-04,33.73949933683553
294,2020-09-07,33.73740817236052
295,2020-09-08,33.73256854078158
296,2020-09-09,33.73725044736052
297,2020-09-10,33.71726052542237
298,2020-09-11,33.71726052542237
299,2020-09-14,33.721060990514495
300,2020-09-15,33.69832569571318
301,2020-09-16,33.61896900518686
302,2020-09-17,33.99757478237895
303,2020-09-18,36.273732838273695
304,2020-09-21,34.840099010964465
305,2020-09-22,32.64428927230919
