,index,High,Low,Open,Close,Volume,Adj Close
0,2013-01-09,12.399999618530273,12.100000381469727,12.149999618530273,12.137816442817087,18167000.0,11.226115226745605
1,2013-01-10,12.949999809265137,12.449999809265137,12.5,12.188314244419729,47606000.0,11.728096008300781
2,2013-01-11,13.149999618530273,12.899999618530273,12.949999809265137,12.38737845171679,31609000.0,11.819363594055176
3,2013-01-14,13.0,12.75,12.899999618530273,12.579034648610705,13661000.0,11.819363594055176
4,2013-01-15,13.100000381469727,12.800000190734863,12.899999618530273,12.725400083452108,13943000.0,11.728096008300781
5,2013-01-16,13.100000381469727,12.800000190734863,12.850000381469727,12.821832501692173,15767000.0,11.77372932434082
6,2013-01-17,13.449999809265137,12.800000190734863,13.0,12.89929842335927,37605000.0,11.864999771118164
7,2013-01-18,13.300000190734863,13.050000190734863,13.199999809265137,12.9333766539849,19460000.0,12.00190258026123
8,2013-01-21,13.449999809265137,13.100000381469727,13.149999618530273,12.993742611388651,20212000.0,12.047536849975586
9,2013-01-22,13.300000190734863,13.050000190734863,13.300000190734863,13.057504318165059,10313000.0,11.910634994506836
10,2013-01-23,13.199999809265137,12.949999809265137,13.100000381469727,13.077242926391575,12555000.0,11.864999771118164
11,2013-01-24,13.0,12.75,12.949999809265137,13.073790647475509,12231000.0,11.636826515197754
12,2013-01-25,12.850000381469727,12.649999618530273,12.800000190734863,12.98872374080214,13485000.0,11.591191291809082
13,2013-01-28,13.149999618530273,12.800000190734863,12.800000190734863,12.888914475564377,14957000.0,11.956269264221191
14,2013-01-29,13.25,13.0,13.199999809265137,12.916628471190082,12158000.0,11.956269264221191
15,2013-01-30,13.199999809265137,13.0,13.199999809265137,12.955142903363617,9980000.0,11.864999771118164
16,2013-01-31,13.050000190734863,12.899999618530273,12.949999809265137,12.963274115490005,9537000.0,11.819363594055176
17,2013-02-01,13.050000190734863,12.800000190734863,13.0,12.981966767751807,7114000.0,11.728096008300781
18,2013-02-04,13.100000381469727,12.75,13.0,12.973869552562913,16638000.0,11.68246078491211
19,2013-02-05,12.949999809265137,12.399999618530273,12.800000190734863,12.910704020345948,18338000.0,11.363018035888672
20,2013-02-06,12.550000190734863,12.350000381469727,12.5,12.758621042987869,11981000.0,11.271749496459961
21,2013-02-18,12.449999809265137,12.149999618530273,12.399999618530273,12.615979312043414,13121000.0,11.134845733642578
22,2013-02-19,12.399999618530273,12.199999809265137,12.199999809265137,12.461454161304532,7850000.0,11.271749496459961
23,2013-02-20,12.600000381469727,12.399999618530273,12.399999618530273,12.388503778877087,10533000.0,11.408653259277344
24,2013-02-21,12.600000381469727,12.399999618530273,12.600000381469727,12.377066250979103,9978000.0,11.408653259277344
25,2013-02-22,12.600000381469727,12.399999618530273,12.550000190734863,12.404625103175915,6939000.0,11.363018035888672
26,2013-02-25,12.600000381469727,12.350000381469727,12.550000190734863,12.423399529551627,7559000.0,11.271749496459961
27,2013-02-26,12.350000381469727,12.149999618530273,12.25,12.425918753525583,8121000.0,11.134845733642578
28,2013-02-27,12.399999618530273,12.199999809265137,12.350000381469727,12.369142364362595,5710000.0,11.134845733642578
29,2013-03-01,12.399999618530273,12.25,12.25,12.30683365684203,8496000.0,11.271749496459961
30,2013-03-04,12.399999618530273,12.100000381469727,12.399999618530273,12.29883432484328,9137000.0,11.134845733642578
31,2013-03-05,12.300000190734863,12.050000190734863,12.25,12.254545046789438,9381000.0,11.04357624053955
32,2013-03-06,12.350000381469727,12.149999618530273,12.199999809265137,12.20015723184603,8558000.0,11.18048095703125
33,2013-03-07,12.449999809265137,12.199999809265137,12.199999809265137,12.214466936984302,6420000.0,11.226115226745605
34,2013-03-08,12.699999809265137,12.449999809265137,12.5,12.240520973659443,16272000.0,11.408653259277344
35,2013-03-11,12.649999618530273,12.5,12.600000381469727,12.303380673020357,7921000.0,11.4542875289917
36,2013-03-12,12.649999618530273,12.449999809265137,12.600000381469727,12.385008315298814,7438000.0,11.363018035888672
37,2013-03-13,12.75,12.449999809265137,12.5,12.433712281885125,11482000.0,11.408653259277344
38,2013-03-14,12.649999618530273,12.449999809265137,12.600000381469727,12.472101826473077,5407000.0,11.363018035888672
39,2013-03-15,12.600000381469727,12.300000190734863,12.600000381469727,12.48391954212244,7029000.0,11.3173828125
40,2013-03-18,12.350000381469727,12.0,12.300000190734863,12.458157952590149,10521000.0,10.952306747436523
41,2013-03-19,12.149999618530273,12.050000190734863,12.050000190734863,12.317086021772127,6303000.0,11.08920955657959
42,2013-03-20,12.149999618530273,11.949999809265137,12.100000381469727,12.255150031349984,9573000.0,10.997941970825195
43,2013-03-21,12.149999618530273,12.0,12.100000381469727,12.170490178635822,2747000.0,10.952306747436523
44,2013-03-22,12.100000381469727,12.0,12.0,12.09211305674722,4253000.0,10.952306747436523
45,2013-03-25,12.149999618530273,12.0,12.149999618530273,12.033218040809775,3683000.0,10.997941970825195
46,2013-03-26,12.050000190734863,11.850000381469727,12.0,12.04153487257892,8890000.0,10.861037254333496
47,2013-03-27,11.949999809265137,11.75,11.899999618530273,11.989505263819517,11652000.0,10.769768714904785
48,2013-03-28,11.850000381469727,11.550000190734863,11.800000190734863,11.928780202088468,13176000.0,10.58722972869873
49,2013-03-29,11.75,11.550000190734863,11.600000381469727,11.82698478009256,22075000.0,10.678499221801758
50,2013-04-01,11.75,11.449999809265137,11.699999809265137,11.772317946124677,10208000.0,10.541595458984375
51,2013-04-02,11.75,11.550000190734863,11.600000381469727,11.679271334337592,6443000.0,10.678499221801758
52,2013-04-03,11.699999809265137,11.550000190734863,11.699999809265137,11.661929893622954,10899000.0,10.678499221801758
53,2013-04-08,11.300000190734863,10.899999618530273,11.100000381469727,11.65828131038081,32537000.0,10.039615631103516
54,2013-04-09,11.149999618530273,10.949999809265137,11.0,11.475658425114077,15103000.0,10.085249900817871
55,2013-04-10,11.100000381469727,11.0,11.100000381469727,11.329928306167718,11646000.0,10.085249900817871
56,2013-04-11,11.300000190734863,11.100000381469727,11.149999618530273,11.226438707800725,14048000.0,10.176518440246582
57,2013-04-12,11.25,11.149999618530273,11.199999809265137,11.154560667872595,6055000.0,10.222153663635254
58,2013-04-15,11.300000190734863,11.050000190734863,11.25,11.110050147123424,10197000.0,10.085249900817871
59,2013-04-16,11.300000190734863,10.899999618530273,11.0,11.104439680841661,11417000.0,10.26778793334961
60,2013-04-17,11.449999809265137,11.25,11.300000190734863,11.151924166031819,13275000.0,10.26778793334961
61,2013-04-18,11.350000381469727,11.100000381469727,11.300000190734863,11.190801174351076,9334000.0,10.176518440246582
62,2013-04-19,11.399999618530273,11.199999809265137,11.199999809265137,11.183405107054194,8370000.0,10.404691696166992
63,2013-04-22,11.449999809265137,11.199999809265137,11.449999809265137,11.243765906791502,7703000.0,10.313422203063965
64,2013-04-23,11.300000190734863,11.149999618530273,11.300000190734863,11.280333072938205,4198000.0,10.313422203063965
65,2013-04-24,11.399999618530273,11.300000190734863,11.350000381469727,11.289172860660823,6518000.0,10.35905647277832
66,2013-04-25,11.149999618530273,11.050000190734863,11.100000381469727,11.310748507730974,22541000.0,10.130884170532227
67,2013-04-26,11.149999618530273,11.050000190734863,11.050000190734863,11.267271710110252,11971000.0,10.130884170532227
68,2013-04-29,11.149999618530273,11.050000190734863,11.100000381469727,11.205302299007732,7090000.0,10.130884170532227
69,2013-04-30,11.25,11.149999618530273,11.199999809265137,11.165115423961577,8249000.0,10.26778793334961
70,2013-05-02,11.300000190734863,11.149999618530273,11.25,11.175227643044863,6144000.0,10.222153663635254
71,2013-05-03,11.300000190734863,11.149999618530273,11.199999809265137,11.163893842688761,5473000.0,10.222153663635254
72,2013-05-06,11.449999809265137,11.25,11.300000190734863,11.180988131633065,12270000.0,10.404691696166992
73,2013-05-07,11.399999618530273,11.25,11.399999618530273,11.2523364422584,5301000.0,10.35905647277832
74,2013-05-08,11.600000381469727,11.350000381469727,11.350000381469727,11.296413530815766,9141000.0,10.450326919555664
75,2013-05-09,11.550000190734863,11.399999618530273,11.550000190734863,11.345352875602435,7744000.0,10.404691696166992
76,2013-05-10,11.600000381469727,11.449999809265137,11.5,11.376357525294303,7934000.0,10.58722972869873
77,2013-05-13,11.649999618530273,11.5,11.600000381469727,11.45909494952928,5287000.0,10.541595458984375
78,2013-05-14,11.649999618530273,11.449999809265137,11.600000381469727,11.49139750641536,6452000.0,10.450326919555664
79,2013-05-15,11.550000190734863,11.399999618530273,11.550000190734863,11.494442764602242,6745000.0,10.49596118927002
80,2013-05-16,11.5,11.300000190734863,11.399999618530273,11.500724864568255,15206000.0,10.404691696166992
81,2013-05-17,11.399999618530273,11.350000381469727,11.399999618530273,11.482466475072917,6512000.0,10.35905647277832
82,2013-05-20,11.449999809265137,11.25,11.300000190734863,11.432080826197677,8720000.0,10.404691696166992
83,2013-05-21,11.449999809265137,11.350000381469727,11.449999809265137,11.410441257571977,6521000.0,10.404691696166992
84,2013-05-22,12.050000190734863,11.399999618530273,11.399999618530273,11.403273765435763,28828000.0,10.861037254333496
85,2013-05-23,11.850000381469727,11.550000190734863,11.800000190734863,11.535512638262094,18654000.0,10.632863998413086
86,2013-05-24,12.100000381469727,11.699999809265137,11.699999809265137,11.582639226802774,23828000.0,10.906672477722168
87,2013-05-27,12.050000190734863,11.699999809265137,12.0,11.712527030198352,15292000.0,10.861037254333496
88,2013-05-28,12.0,11.800000190734863,12.0,11.799257284793978,7176000.0,10.952306747436523
89,2013-05-29,12.100000381469727,11.949999809265137,12.0,11.89894249347562,13664000.0,11.04357624053955
90,2013-05-30,12.100000381469727,11.850000381469727,12.0,11.956487081782015,13037000.0,11.04357624053955
91,2013-05-31,12.199999809265137,11.899999618530273,12.149999618530273,12.029974225746763,26320000.0,11.08920955657959
92,2013-06-03,12.100000381469727,11.850000381469727,11.949999809265137,12.072830014062749,8144000.0,10.815403938293457
93,2013-06-04,11.949999809265137,11.649999618530273,11.850000381469727,12.027163210887583,7821000.0,10.678499221801758
94,2013-06-05,11.850000381469727,11.649999618530273,11.649999618530273,11.936210183519453,4774000.0,10.769768714904785
95,2013-06-06,11.800000190734863,11.550000190734863,11.800000190734863,11.879871136768555,7874000.0,10.541595458984375
96,2013-06-07,11.649999618530273,11.5,11.5,11.762053695018903,6082000.0,10.541595458984375
97,2013-06-10,11.649999618530273,11.550000190734863,11.600000381469727,11.66031828872637,4192000.0,10.58722972869873
98,2013-06-11,11.649999618530273,11.449999809265137,11.600000381469727,11.623010887256957,3887000.0,10.450326919555664
99,2013-06-13,11.449999809265137,11.199999809265137,11.399999618530273,11.565275679595123,11359000.0,10.222153663635254
100,2013-06-14,11.300000190734863,11.050000190734863,11.199999809265137,11.435765669790456,10426000.0,10.130884170532227
101,2013-06-17,11.25,11.100000381469727,11.100000381469727,11.327429253234317,2764000.0,10.26778793334961
102,2013-06-18,11.449999809265137,11.199999809265137,11.300000190734863,11.281745346875216,6540000.0,10.404691696166992
103,2013-06-19,11.5,11.25,11.399999618530273,11.282082233281468,3671000.0,10.26778793334961
104,2013-06-20,11.25,11.100000381469727,11.199999809265137,11.255167835260362,7145000.0,10.130884170532227
105,2013-06-21,11.25,11.0,11.0,11.216491360191316,18284000.0,10.222153663635254
106,2013-06-24,11.25,11.100000381469727,11.199999809265137,11.224051336747962,5375000.0,10.130884170532227
107,2013-06-25,11.149999618530273,10.899999618530273,11.100000381469727,11.185740581840616,7850000.0,9.993979454040527
108,2013-06-26,11.199999809265137,11.050000190734863,11.100000381469727,11.095535533927357,6780000.0,10.222153663635254
109,2013-06-27,11.300000190734863,11.149999618530273,11.300000190734863,11.1091969503576,5258000.0,10.222153663635254
110,2013-06-28,11.300000190734863,11.149999618530273,11.199999809265137,11.136206103783746,7608000.0,10.313422203063965
111,2013-07-01,11.449999809265137,11.300000190734863,11.300000190734863,11.17644642275664,7568000.0,10.404691696166992
112,2013-07-02,11.5,11.300000190734863,11.449999809265137,11.248618005529744,4018000.0,10.313422203063965
113,2013-07-03,11.350000381469727,11.149999618530273,11.25,11.29485512357316,3668000.0,10.26778793334961
114,2013-07-04,11.25,11.050000190734863,11.199999809265137,11.291999013192953,3808000.0,10.130884170532227
115,2013-07-05,11.350000381469727,11.149999618530273,11.199999809265137,11.246646178236814,6094000.0,10.35905647277832
116,2013-07-08,11.350000381469727,11.050000190734863,11.350000381469727,11.270655860913564,5614000.0,10.130884170532227
117,2013-07-09,11.199999809265137,11.100000381469727,11.100000381469727,11.208073007343456,3148000.0,10.222153663635254
118,2013-07-10,11.300000190734863,11.100000381469727,11.199999809265137,11.19606009662656,4720000.0,10.176518440246582
119,2013-07-11,11.300000190734863,11.149999618530273,11.149999618530273,11.177161260268194,7009000.0,10.313422203063965
120,2013-07-12,11.350000381469727,11.199999809265137,11.300000190734863,11.220527056441188,6677000.0,10.222153663635254
121,2013-07-15,11.350000381469727,11.199999809265137,11.199999809265137,11.200981865532727,3875000.0,10.35905647277832
122,2013-07-16,11.449999809265137,11.300000190734863,11.350000381469727,11.254367959539152,6031000.0,10.450326919555664
123,2013-07-17,11.5,11.399999618530273,11.449999809265137,11.316203617458033,12081000.0,10.49596118927002
124,2013-07-18,11.550000190734863,11.449999809265137,11.5,11.386443357334482,5039000.0,10.49596118927002
125,2013-07-19,11.550000190734863,11.350000381469727,11.550000190734863,11.428126560188051,5312000.0,10.404691696166992
126,2013-07-22,11.5,11.300000190734863,11.399999618530273,11.444126886410123,3775000.0,10.313422203063965
127,2013-07-23,11.5,11.350000381469727,11.399999618530273,11.412726404733217,5564000.0,10.49596118927002
128,2013-07-24,11.5,11.25,11.5,11.433821167713898,5970000.0,10.35905647277832
129,2013-07-25,11.399999618530273,11.25,11.300000190734863,11.402802905250901,3123000.0,10.313422203063965
130,2013-07-26,11.399999618530273,11.25,11.399999618530273,11.363069058854443,3440000.0,10.26778793334961
131,2013-07-29,11.300000190734863,11.100000381469727,11.300000190734863,11.326748984041615,6876000.0,10.176518440246582
132,2013-07-30,11.25,11.100000381469727,11.149999618530273,11.27888552738995,5514000.0,10.26778793334961
133,2013-07-31,11.25,11.100000381469727,11.199999809265137,11.24727584974794,5671000.0,10.130884170532227
134,2013-08-01,11.199999809265137,11.050000190734863,11.100000381469727,11.194205716677969,5961000.0,10.130884170532227
135,2013-08-02,11.199999809265137,11.100000381469727,11.100000381469727,11.156030310754138,4623000.0,10.130884170532227
136,2013-08-05,11.149999618530273,11.0,11.100000381469727,11.130049676003555,5878000.0,10.085249900817871
137,2013-08-06,11.100000381469727,10.949999809265137,11.050000190734863,11.104989778518794,8179000.0,10.039615631103516
138,2013-08-07,11.0,10.899999618530273,11.0,11.059584740587093,7307000.0,9.993979454040527
139,2013-08-08,10.949999809265137,10.75,10.899999618530273,11.023896130340884,11881000.0,9.811441421508789
140,2013-08-09,10.800000190734863,10.649999618530273,10.699999809265137,10.937324077033061,7757000.0,9.765807151794434
141,2013-08-12,10.800000190734863,10.649999618530273,10.75,10.852106633621881,3618000.0,9.765807151794434
142,2013-08-13,11.0,10.75,10.75,10.787611236092959,4609000.0,10.039615631103516
143,2013-08-14,11.0,10.800000190734863,11.0,10.826110787381086,3235000.0,9.902710914611816
144,2013-08-15,10.850000381469727,10.699999809265137,10.800000190734863,10.819891848537196,3620000.0,9.811441421508789
145,2013-08-16,10.850000381469727,10.649999618530273,10.699999809265137,10.807222605786873,4331000.0,9.857076644897461
146,2013-08-19,10.800000190734863,10.649999618530273,10.800000190734863,10.816462892230422,4567000.0,9.765807151794434
147,2013-08-20,10.850000381469727,10.649999618530273,10.699999809265137,10.795351716887089,5497000.0,9.765807151794434
148,2013-08-22,10.699999809265137,10.5,10.699999809265137,10.746418984464297,8133000.0,9.674538612365723
149,2013-08-23,10.699999809265137,10.550000190734863,10.600000381469727,10.693504174719008,7861000.0,9.628902435302734
150,2013-08-26,10.600000381469727,10.449999809265137,10.550000190734863,10.646392439857296,6151000.0,9.628902435302734
151,2013-08-27,10.550000190734863,10.449999809265137,10.449999809265137,10.602545869604663,2397000.0,9.537633895874023
152,2013-08-28,10.399999618530273,10.199999809265137,10.399999618530273,10.548520340280907,7983000.0,9.355095863342285
153,2013-08-29,10.399999618530273,10.199999809265137,10.25,10.446935287407594,5131000.0,9.491999626159668
154,2013-08-30,10.5,10.300000190734863,10.449999809265137,10.417328317694452,5643000.0,9.583268165588379
155,2013-09-02,10.550000190734863,10.399999618530273,10.449999809265137,10.427039407197261,5274000.0,9.628902435302734
156,2013-09-03,10.600000381469727,10.449999809265137,10.550000190734863,10.449328415830063,3171000.0,9.583268165588379
157,2013-09-04,10.550000190734863,10.300000190734863,10.5,10.463788359823386,5866000.0,9.583268165588379
158,2013-09-05,10.600000381469727,10.449999809265137,10.550000190734863,10.496726036413103,7566000.0,9.674538612365723
159,2013-09-06,10.649999618530273,10.550000190734863,10.600000381469727,10.536545475529854,6422000.0,9.628902435302734
160,2013-09-09,10.649999618530273,10.449999809265137,10.600000381469727,10.54425914571311,5577000.0,9.674538612365723
161,2013-09-10,10.800000190734863,10.600000381469727,10.649999618530273,10.559638061631707,8846000.0,9.811441421508789
162,2013-09-11,10.899999618530273,10.649999618530273,10.800000190734863,10.620518446687433,7410000.0,9.948345184326172
163,2013-09-12,11.0,10.850000381469727,10.899999618530273,10.713377539745462,8830000.0,10.039615631103516
164,2013-09-13,11.0,10.800000190734863,11.0,10.807531128775931,5902000.0,9.993979454040527
165,2013-09-16,10.949999809265137,10.800000190734863,10.899999618530273,10.875554070707377,5142000.0,9.948345184326172
166,2013-09-17,10.949999809265137,10.850000381469727,10.899999618530273,10.911633560080038,4669000.0,9.993979454040527
167,2013-09-18,10.949999809265137,10.75,10.899999618530273,10.93968705693164,7885000.0,9.811441421508789
168,2013-09-23,10.949999809265137,10.75,10.800000190734863,10.889478495306683,4979000.0,9.948345184326172
169,2013-09-24,10.949999809265137,10.800000190734863,10.949999809265137,10.880836163209212,5967000.0,9.993979454040527
170,2013-09-25,10.949999809265137,10.800000190734863,10.899999618530273,10.893373405244152,5679000.0,9.948345184326172
171,2013-09-26,10.899999618530273,10.75,10.899999618530273,10.89457453393647,4689000.0,9.811441421508789
172,2013-09-27,11.100000381469727,10.800000190734863,10.800000190734863,10.84726874129111,15332000.0,10.085249900817871
173,2013-09-30,11.149999618530273,10.949999809265137,11.0,10.91566608239477,8901000.0,10.130884170532227
174,2013-10-01,11.149999618530273,11.0,11.100000381469727,10.970179198331957,8636000.0,10.130884170532227
175,2013-10-02,11.149999618530273,11.0,11.100000381469727,11.009536018705345,7011000.0,10.130884170532227
176,2013-10-03,11.199999809265137,10.899999618530273,11.149999618530273,11.047033401978897,21307000.0,10.039615631103516
177,2013-10-04,11.050000190734863,10.800000190734863,11.050000190734863,11.06488131246709,13070000.0,9.948345184326172
178,2013-10-07,10.899999618530273,10.699999809265137,10.899999618530273,11.01916909970446,11218000.0,9.811441421508789
179,2013-10-08,10.800000190734863,10.649999618530273,10.800000190734863,10.933453911680278,8993000.0,9.811441421508789
180,2013-10-09,10.75,10.600000381469727,10.75,10.863276251239022,6611000.0,9.765807151794434
181,2013-10-11,10.850000381469727,10.600000381469727,10.75,10.79148140144574,5660000.0,9.674538612365723
182,2013-10-14,10.75,10.550000190734863,10.75,10.714574029645634,3901000.0,9.628902435302734
183,2013-10-15,10.699999809265137,10.550000190734863,10.649999618530273,10.647818846384514,11688000.0,9.765807151794434
184,2013-10-16,10.699999809265137,10.550000190734863,10.699999809265137,10.652002906139057,5017000.0,9.674538612365723
185,2013-10-17,10.699999809265137,10.550000190734863,10.699999809265137,10.626752315990101,9253000.0,9.765807151794434
186,2013-10-18,10.75,10.600000381469727,10.699999809265137,10.640029833934992,3866000.0,9.720172882080078
187,2013-10-21,10.649999618530273,10.5,10.649999618530273,10.647111692763671,7537000.0,9.628902435302734
188,2013-10-22,10.699999809265137,10.5,10.600000381469727,10.629508363923444,9886000.0,9.674538612365723
189,2013-10-23,10.699999809265137,10.600000381469727,10.649999618530273,10.61361008659226,7791000.0,9.765807151794434
190,2013-10-24,10.699999809265137,10.600000381469727,10.699999809265137,10.639819274136585,5398000.0,9.765807151794434
191,2013-10-25,10.699999809265137,10.600000381469727,10.699999809265137,10.650728154418701,6483000.0,9.720172882080078
192,2013-10-28,10.699999809265137,10.550000190734863,10.699999809265137,10.65059609326685,5441000.0,9.674538612365723
193,2013-10-29,10.649999618530273,10.5,10.649999618530273,10.646699390782397,7171000.0,9.674538612365723
194,2013-10-30,10.649999618530273,10.550000190734863,10.600000381469727,10.638234296532286,5563000.0,9.674538612365723
195,2013-10-31,10.649999618530273,10.550000190734863,10.600000381469727,10.620754275968403,7190000.0,9.720172882080078
196,2013-11-01,10.699999809265137,10.550000190734863,10.649999618530273,10.620780813100078,6223000.0,9.720172882080078
197,2013-11-04,10.800000190734863,10.600000381469727,10.649999618530273,10.62607728395637,10385000.0,9.765807151794434
198,2013-11-05,10.75,10.550000190734863,10.699999809265137,10.650026552023276,8131000.0,9.628902435302734
199,2013-11-06,10.649999618530273,10.550000190734863,10.600000381469727,10.626620104749682,9681000.0,9.720172882080078
200,2013-11-07,10.699999809265137,10.550000190734863,10.649999618530273,10.636132735089209,6514000.0,9.674538612365723
201,2013-11-08,10.699999809265137,10.550000190734863,10.550000190734863,10.62430840707597,7902000.0,9.765807151794434
202,2013-11-11,10.75,10.649999618530273,10.75,10.643303674639764,7673000.0,9.765807151794434
203,2013-11-12,10.75,10.649999618530273,10.699999809265137,10.653580940266695,8065000.0,9.765807151794434
204,2013-11-13,10.75,10.649999618530273,10.699999809265137,10.677819385357118,7260000.0,9.720172882080078
205,2013-11-14,10.75,10.600000381469727,10.699999809265137,10.67277651717487,7180000.0,9.720172882080078
206,2013-11-15,10.699999809265137,10.600000381469727,10.649999618530273,10.673922409393462,6939000.0,9.720172882080078
207,2013-11-18,10.699999809265137,10.600000381469727,10.600000381469727,10.664311199018927,4186000.0,9.674538612365723
208,2013-11-19,10.699999809265137,10.600000381469727,10.600000381469727,10.642104237979234,5406000.0,9.765807151794434
209,2013-11-20,10.699999809265137,10.600000381469727,10.699999809265137,10.652598924586348,3743000.0,9.674538612365723
210,2013-11-21,10.699999809265137,10.5,10.699999809265137,10.637789782803287,7165000.0,9.628902435302734
211,2013-11-22,10.600000381469727,10.5,10.550000190734863,10.611326841987843,5140000.0,9.628902435302734
212,2013-11-25,11.0,10.600000381469727,10.649999618530273,10.589660818525354,21349000.0,9.902710914611816
213,2013-11-26,11.0,10.850000381469727,10.899999618530273,10.663225994889379,19162000.0,9.902710914611816
214,2013-11-27,10.899999618530273,10.699999809265137,10.850000381469727,10.7129066795606,7817000.0,9.765807151794434
215,2013-11-28,10.899999618530273,10.75,10.800000190734863,10.721116448475632,6553000.0,9.902710914611816
216,2013-11-29,10.899999618530273,10.800000190734863,10.850000381469727,10.776127505885402,5213000.0,9.902710914611816
217,2013-12-02,10.899999618530273,10.75,10.899999618530273,10.82116675034612,4335000.0,9.811441421508789
218,2013-12-03,10.850000381469727,10.699999809265137,10.75,10.797716918924005,5342000.0,9.811441421508789
219,2013-12-04,10.800000190734863,10.649999618530273,10.75,10.778517820784225,6593000.0,9.857076644897461
220,2013-12-05,10.800000190734863,10.649999618530273,10.800000190734863,10.792961401988265,4686000.0,9.765807151794434
221,2013-12-06,10.75,10.600000381469727,10.699999809265137,10.760286091811192,4958000.0,9.720172882080078
222,2013-12-09,10.800000190734863,10.649999618530273,10.75,10.719195569491903,3959000.0,9.720172882080078
223,2013-12-10,10.75,10.649999618530273,10.649999618530273,10.69610298339005,2346000.0,9.765807151794434
224,2013-12-11,10.800000190734863,10.649999618530273,10.75,10.69153461399132,5302000.0,9.765807151794434
225,2013-12-12,10.75,10.600000381469727,10.649999618530273,10.682519605382666,5358000.0,9.674538612365723
