,High,Low,Open,Close,Volume,Adj Close,MarginPurchaseBuy,MarginPurchaseCashRepayment,MarginPurchaseLimit,MarginPurchaseSell,MarginPurchaseTodayBalance,MarginPurchaseYesterdayBalance,OffsetLoanAndShort,ShortSaleBuy,ShortSaleLimit,ShortSaleSell,ShortSaleTodayBalance,ShortSaleYesterdayBalance,b_total,s_total,b_s_ratio,bs_ratio,buy_volume,sell_volume,y_label
5,26.998545891043857,26.561774915647973,26.848288056285302,26.72877201978683,238741.0,18.55339241027832,435.0,1020.0,551327.0,120.0,26736.0,27441.0,58.0,69.0,551327.0,10.0,349.0,408.0,524591.0,550978.0,1.0502981364565225,0.6499991447379675,494000.0,760000.0,0
6,26.67161227492924,26.30542222001515,26.535801177794113,26.454927808608932,309001.0,18.151166915893555,494.0,230.0,551327.0,114.0,26886.0,26736.0,54.0,93.0,551327.0,27.0,283.0,349.0,524441.0,551044.0,1.0507243889696096,0.45040360365116383,443648.0,985000.0,0
7,26.42299350374294,26.000802121189896,26.311800781909152,26.121132648210626,240870.0,18.151166915893555,237.0,0.0,551327.0,69.0,27054.0,26886.0,34.0,23.0,551327.0,6.0,266.0,283.0,524273.0,551061.0,1.0510935121711167,0.6871075351167003,986000.0,1435000.0,0
8,26.146068600606775,25.736536142188992,26.01137698631488,25.818116012989915,187785.0,18.151166915893555,217.0,0.0,551327.0,28.0,27243.0,27054.0,65.0,7.0,551327.0,22.0,281.0,266.0,524084.0,551046.0,1.0514439451615674,1.196387092074351,722619.0,604000.0,1
9,25.886363591554968,25.54247509511749,25.770734884410523,25.622046219761515,632480.0,18.603633880615234,636.0,3.0,551327.0,594.0,27282.0,27243.0,230.0,54.0,551327.0,118.0,345.0,281.0,524045.0,550982.0,1.0514000679329678,1.3584034876654345,2742618.0,2019000.0,1
10,25.902249350148317,25.45583793343731,25.620419605693822,25.687928801614945,175720.0,18.603633880615234,420.0,300.0,551327.0,141.0,27261.0,27282.0,26.0,8.0,551327.0,0.0,337.0,345.0,524066.0,550990.0,1.0513732022813878,0.5802259639773679,358000.0,617000.0,1
11,26.0257936034608,25.56138975194,25.76208351436452,25.764159870017515,1512501.0,18.55339241027832,772.0,0.0,551327.0,340.0,27693.0,27261.0,77.0,8.0,551327.0,1.0,330.0,337.0,523634.0,550997.0,1.0522539555224537,0.17369445227306327,1693000.0,9747000.0,1
12,26.060997397058678,25.707264816139496,25.84508983721862,25.86584164798778,391183.0,18.55339241027832,502.0,0.0,551327.0,226.0,27969.0,27693.0,121.0,101.0,551327.0,52.0,281.0,330.0,523358.0,551046.0,1.052902500960144,0.4279732038762341,709580.0,1658000.0,0
13,26.1599532099121,25.82669721730685,25.952289188614614,25.949091646639683,256625.0,18.50307846069336,233.0,23.0,551327.0,514.0,27665.0,27969.0,129.0,4.0,551327.0,0.0,277.0,281.0,523662.0,551050.0,1.0522989021565397,1.0899558787533918,521000.0,478000.0,0
14,26.19521337876961,25.904262973669148,26.01244207021885,25.997033757342336,122209.0,18.452835083007812,58.0,0.0,551327.0,260.0,27463.0,27665.0,20.0,5.0,551327.0,1.0,273.0,277.0,523864.0,551054.0,1.051900775963273,6.304977881730818,372000.0,59000.0,0
15,26.144437530175495,25.940142909569584,26.02871246275502,25.949213822341953,220715.0,18.452835083007812,254.0,0.0,551327.0,197.0,27520.0,27463.0,14.0,62.0,551327.0,0.0,211.0,273.0,523807.0,551116.0,1.0521336062068545,0.3408873079439963,361000.0,1059000.0,0
16,26.07313750924384,25.889845494517985,25.952848515752226,25.910062170946947,192327.0,18.40251922607422,488.0,0.0,551327.0,192.0,27816.0,27520.0,34.0,8.0,551327.0,0.0,203.0,211.0,523511.0,551124.0,1.0527437766469536,0.9041823155434339,670000.0,741000.0,0
17,26.08489517260707,25.84866545401492,25.905600505378167,25.86521746873234,304317.0,18.55339241027832,102.0,9.0,551327.0,296.0,27613.0,27816.0,97.0,2.0,551327.0,6.0,207.0,203.0,523714.0,551120.0,1.0523280792033836,0.12776164480149393,133000.0,1041000.0,0
18,26.05944017371251,25.81495008844206,25.854137930675996,25.889123866325033,172030.0,18.2014102935791,333.0,0.0,551327.0,210.0,27736.0,27613.0,17.0,6.0,551327.0,7.0,208.0,207.0,523591.0,551119.0,1.0525733777445034,0.5068719813196197,295000.0,582000.0,0
19,26.020496109205702,25.713973960595954,25.83964724980895,25.774702313620722,231644.0,18.100852966308594,117.0,0.0,551327.0,388.0,27465.0,27736.0,40.0,1.0,551327.0,58.0,265.0,208.0,523862.0,551062.0,1.0519200630699248,0.583254459855566,381449.0,654000.0,0
20,25.89503998455514,25.578135390248438,25.741621122580735,25.648043795045687,577407.0,18.000293731689453,227.0,0.0,551327.0,306.0,27386.0,27465.0,141.0,10.0,551327.0,253.0,508.0,265.0,523941.0,550819.0,1.0512976627183925,0.15732707536590673,454000.0,2885707.0,0
21,25.751920286120676,25.413735340469387,25.620959206592804,25.503939112769544,90131.0,18.000293731689453,80.0,0.0,551327.0,92.0,27374.0,27386.0,7.0,46.0,551327.0,17.0,479.0,508.0,523953.0,550848.0,1.0513289334559903,0.28712729144905225,58000.0,202000.0,0
22,25.59966297512516,25.29935264033669,25.481764127268708,25.393393477354568,87292.0,18.100852966308594,46.0,5.0,551327.0,173.0,27242.0,27374.0,11.0,10.0,551327.0,15.0,484.0,479.0,524085.0,550843.0,1.0510545979095034,1.0598200015384485,124000.0,117000.0,0
