,High,Low,Open,Close,Volume,Adj Close,MarginPurchaseBuy,MarginPurchaseCashRepayment,MarginPurchaseLimit,MarginPurchaseSell,MarginPurchaseTodayBalance,MarginPurchaseYesterdayBalance,OffsetLoanAndShort,ShortSaleBuy,ShortSaleLimit,ShortSaleSell,ShortSaleTodayBalance,ShortSaleYesterdayBalance,b_total,s_total,b_s_ratio,bs_ratio,buy_volume,sell_volume,y_label
5,7.717050151291337,7.500787215112622,7.562710175942017,7.627272536803593,58686130.977628805,5.182738091418797,12752.748569229716,158.1278263065837,2812316.0,9257.073540922449,230131.0313459694,226793.4841439687,3182.3733447377385,117.18808764276555,2812316.0,5021.205456108358,213500.71170409635,208603.95552165623,2582184.9686540305,2598815.2882959037,1.0064397596748806,0.8295223090502255,19455773.1101311,23939535.81506093,0
6,7.714093267032743,7.523719462151791,7.588755935515419,7.6093428152899,55976306.81280787,5.170554872610289,12309.629952145708,103.46936830719216,2812316.0,8127.770950921311,234209.4209788866,230131.0313459694,3090.8316209625395,87.74801207917535,2812316.0,3537.1140075162048,216948.6690058438,213500.71170409635,2578106.5790211135,2595367.330994156,1.0066962457430488,0.6984593931757209,17729934.20932766,26746083.897398923,0
7,7.695818776780035,7.517904359204596,7.57312773889065,7.594202625622857,55798406.27818205,5.160267069407551,11980.171123704728,131.41293714212483,2812316.0,7998.572647084318,238059.6065183649,234209.4209788866,2968.418341625384,217.67953199357356,2812316.0,3603.537169248609,220333.37330225355,216948.6690058438,2574256.3934816355,2591982.6266977466,1.006886984677204,0.7005797021692507,18249148.28394446,27083904.794840746,0
8,7.612850358980243,7.461525934081242,7.560926897672406,7.49597068874983,51365759.34103408,5.09351828654679,10710.158125738166,62.27366144829483,2812316.0,6484.830548684155,242222.6604339706,238059.6065183649,1957.907410292693,183.25631296865433,2812316.0,3005.999669458264,223155.1723831243,220333.37330225355,2570093.3395660296,2589160.827616876,1.007419972814956,0.609165626374427,15702823.03334596,26490061.574957605,0
9,7.544728725931559,7.405872664381235,7.473541046070262,7.441324407272641,44952415.59432849,5.056386195614841,9086.858352251613,90.5453715962393,2812316.0,5528.871529299951,245690.10188532603,242222.6604339706,1757.1949567996126,153.26617441557335,2812316.0,3056.5878634933547,226057.7209647136,223155.1723831243,2566625.8981146743,2586258.279035287,1.007649822284556,0.5950357165054372,13145196.373445965,22476950.272318568,0
10,7.453949441996014,7.330576220310692,7.410435112281516,7.358710105179185,40250236.703623906,5.000249739102171,8160.514103134727,435.16328024910246,2812316.0,4574.118638229587,248841.33406998205,245690.10188532603,1357.9712365403127,132.39873051962925,2812316.0,2883.544859152009,228808.86709334597,226057.7209647136,2563474.665930018,2583507.132906654,1.007814336614151,0.5856439420152528,12231054.693983201,21375451.642274197,0
11,7.388065200797422,7.2480975173023285,7.339749752155431,7.291205104115141,43902779.409709014,4.9543801422306455,6991.676629940506,395.61424570936117,2812316.0,4985.145060523944,250452.25139368925,248841.33406998205,1291.1962346999853,119.87536334877957,2812316.0,2515.3544452671686,231204.34617526436,228808.86709334597,2561863.748606311,2581111.653824736,1.0075128014645445,0.6995267494640339,17708029.12349791,23933820.238779686,0
12,7.37018467302951,7.221310943740555,7.315070884817651,7.298266964795573,47373421.09533062,4.959178733661597,6535.5814279996375,317.36226210789545,2812316.0,5441.318441237527,251229.15211834345,250452.25139368925,1477.0484794972153,68.95002455175145,2812316.0,1986.27731303457,233121.6734637472,231204.34617526436,2561086.8478816566,2579194.326536253,1.0070697846165346,1.023207450723613,23512423.93978262,22832348.482479986,0
13,7.3507016132951115,7.218368940375084,7.279769617583149,7.2850007196679485,46593372.94880772,4.950164366214293,5912.129379616088,281.1958757435037,2812316.0,5534.2372963786975,251325.84832583737,251229.15211834345,1790.9107577651478,281.6427073926881,2812316.0,1638.2444795377394,234478.27523589224,233121.6734637472,2560990.1516741626,2577837.724764108,1.0065783226663136,1.2001283849994406,26914504.0351758,22249318.76688381,0
14,7.37684371918415,7.233166175653103,7.283436798343161,7.3093085297258416,48612960.80171363,4.966681331921315,5678.011035461657,307.29465118095345,2812316.0,5449.701625246232,251246.86308487185,251325.84832583737,1817.238793942197,246.59477712357258,2812316.0,1294.3510696006329,235526.0315283693,234478.27523589224,2561069.1369151287,2576789.968471631,1.00613818630106,1.2534875712649352,29787497.620826863,24258269.06969431,0
15,7.420267041215952,7.26443345063163,7.343791922573114,7.329343950064164,47091162.908452556,4.980295326137411,6659.468377130719,123.59252653769873,2812316.0,5511.924939567957,252270.8139958969,251246.86308487185,1756.5809660037564,218.80335403923527,2812316.0,997.1885179195186,236304.41669224954,235526.0315283693,2560045.1860041036,2576011.583307751,1.0062368169823792,1.1631324862104393,27945533.416412313,24602647.390399728,0
16,7.381260415890571,7.218178713732845,7.31742968086345,7.263938304149958,48006983.6219703,4.935852105978659,7992.423146747742,147.0324159429522,2812316.0,6257.727110785872,253858.47761591582,252270.8139958969,1632.9623753697056,323.7085255244376,2812316.0,1230.3386800989301,237211.04684682406,236304.41669224954,2558457.5223840848,2575104.9531531762,1.006507321888028,0.9205196545761248,21365498.773819562,24645974.94405923,0
17,7.310098709003276,7.121766923514212,7.25193996927548,7.162426066597013,48910507.78480003,4.866874554916091,9166.128962988263,146.6626309240663,2812316.0,6963.181833412567,255914.76211456745,253858.47761591582,1735.5662188044923,533.9296625038639,2812316.0,1847.6303745569344,238489.18885681563,237211.04684682406,2556401.237885433,2573826.8111431845,1.0068170298850498,0.6623745256230156,15186910.482004574,22886909.43652238,1
18,7.237037801895797,7.031361087789987,7.153033632866808,7.076878281757486,45761188.499000795,4.8087448263359756,8504.21853170762,134.700575841865,2812316.0,6619.372381495381,257664.9076889378,255914.76211456745,1935.8302794139618,480.3589093727319,2812316.0,1972.0604026396957,239950.3435285338,238489.18885681563,2554651.0923110624,2572365.6564714666,1.0069343594624243,0.646823869035086,15107527.366845082,23120132.618940793,1
19,7.159880914525793,6.959616308749277,7.0649686322654,7.036138021656299,46423052.33664283,4.781061834771791,8335.109187694077,115.13287906877362,2812316.0,5903.37978495776,259981.50421260536,257664.9076889378,2465.6685674341247,391.42428362911653,2812316.0,2103.8043658756187,241637.7139885695,239950.3435285338,2552334.4957873947,2570678.286011431,1.0071867124976208,0.6017984062118962,16896263.374349117,27546762.935386844,1
20,7.164181354448874,6.960799805185617,7.029120922813237,7.061487480640585,54849992.54156794,4.798286885449965,10125.61428385439,146.29184404387792,2812316.0,7600.879056796123,262359.9475956198,259981.50421260536,2934.1711517105596,494.32115997515336,2812316.0,2297.503454802417,243420.42013656994,241637.7139885695,2549956.0524043804,2568895.57986343,1.0074273747208333,0.5809308855987565,18813997.533660732,31820089.170941375,1
21,7.163586797469977,6.974101389001251,7.05617347477724,7.082346264476054,56303346.178905174,4.812460522802371,10031.312908292854,154.00675057552343,2812316.0,6452.13508609261,265785.11866724445,262359.9475956198,2920.2376122513033,395.89255203451586,2812316.0,2115.0485897624317,245122.81172318617,243420.42013656994,2546530.881332756,2567193.188276814,1.0081156176108976,0.675619185970662,30979924.17521555,43838691.25865927,1
